ExperimentIndex;SampleIndex;ToolIndex;MillingToolType;ADOC [mm];RDOC [mm];HardnessMean [HRC];CycleToFailure;CycleToFailureNormalized;ToolHolderLength [mm];ToolRotation [rpm];FeedRate [mm/min];ToolDiameter [mm]
P017_F05_C6;17;7;1;10;4,5;39,33;9;0,071428571;80;3200;640;10
P017_F05_C7;17;7;1;10;4,5;39,33;8;0,063492063;80;3200;640;10
P017_F06_C1;17;7;1;10;4,5;39,33;7;0,055555556;80;3200;640;10
P017_F06_C2;17;7;1;10;4,5;39,33;6;0,047619048;80;3200;640;10
P017_F06_C3;17;7;1;10;4,5;39,33;5;0,03968254;80;3200;640;10
P017_F06_C4;17;7;1;10;4,5;39,33;4;0,031746032;80;3200;640;10
P017_F06_C5;17;7;1;10;4,5;39,33;3;0,023809524;80;3200;640;10
P017_F06_C6;17;7;1;10;4,5;39,33;2;0,015873016;80;3200;640;10
P023_F01_C1;23;8;1;5;4,5;39;31;0,269565217;80;3200;640;10
P023_F01_C2;23;8;1;5;4,5;39;30;0,260869565;80;3200;640;10
P023_F01_C3;23;8;1;5;4,5;39;29;0,252173913;80;3200;640;10
P023_F01_C4;23;8;1;5;4,5;39;28;0,243478261;80;3200;640;10
P023_F01_C5;23;8;1;5;4,5;39;27;0,234782609;80;3200;640;10
P023_F01_C6;23;8;1;5;4,5;39;26;0,226086957;80;3200;640;10
P023_F01_C7;23;8;1;5;4,5;39;25;0,217391304;80;3200;640;10
P023_F02_C1;23;8;1;5;4,5;39;24;0,208695652;80;3200;640;10
P023_F02_C2;23;8;1;5;4,5;39;23;0,2;80;3200;640;10
P023_F02_C3;23;8;1;5;4,5;39;22;0,191304348;80;3200;640;10
P023_F02_C4;23;8;1;5;4,5;39;21;0,182608696;80;3200;640;10
P023_F02_C5;23;8;1;5;4,5;39;20;0,173913043;80;3200;640;10
P023_F02_C6;23;8;1;5;4,5;39;19;0,165217391;80;3200;640;10
P023_F02_C7;23;8;1;5;4,5;39;18;0,156521739;80;3200;640;10
P023_F03_C1;23;8;1;5;4,5;39;17;0,147826087;80;3200;640;10
P023_F03_C2;23;8;1;5;4,5;39;16;0,139130435;80;3200;640;10
P023_F03_C3;23;8;1;5;4,5;39;15;0,130434783;80;3200;640;10
P023_F03_C4;23;8;1;5;4,5;39;14;0,12173913;80;3200;640;10
P023_F03_C5;23;8;1;5;4,5;39;13;0,113043478;80;3200;640;10
P023_F03_C6;23;8;1;5;4,5;39;12;0,104347826;80;3200;640;10
P023_F03_C7;23;8;1;5;4,5;39;11;0,095652174;80;3200;640;10
P023_F04_C1;23;8;1;5;4,5;39;10;0,086956522;80;3200;640;10
P023_F04_C2;23;8;1;5;4,5;39;9;0,07826087;80;3200;640;10
P023_F04_C3;23;8;1;5;4,5;39;8;0,069565217;80;3200;640;10
P023_F04_C4;23;8;1;5;4,5;39;7;0,060869565;80;3200;640;10
P023_F04_C5;23;8;1;5;4,5;39;6;0,052173913;80;3200;640;10
P023_F04_C6;23;8;1;5;4,5;39;5;0,043478261;80;3200;640;10
P023_F04_C7;23;8;1;5;4,5;39;4;0,034782609;80;3200;640;10
P023_F05_C1;23;8;1;5;4,5;39;3;0,026086957;80;3200;640;10
P023_F05_C2;23;8;1;5;4,5;39;2;0,017391304;80;3200;640;10
P023_F05_C3;23;8;1;5;4,5;39;1;0,008695652;80;3200;640;10
P023_F05_C4;23;8;1;5;4,5;39;0;0;80;3200;640;10
P026_F01_C1;26;7;1;10;4,5;39,33;0;0;80;3200;640;10
P026_F01_C2;26;101;2;10;4,5;39,33;83;1;80;3200;640;10
P026_F01_C3;26;101;2;10;4,5;39,33;82;0,987951807;80;3200;640;10
P026_F01_C4;26;101;2;10;4,5;39,33;81;0,975903614;80;3200;640;10
P026_F01_C5;26;101;2;10;4,5;39,33;80;0,963855422;80;3200;640;10
P026_F01_C6;26;101;2;10;4,5;39,33;79;0,951807229;80;3200;640;10
P026_F01_C7;26;101;2;10;4,5;39,33;78;0,939759036;80;3200;640;10
P026_F02_C1;26;101;2;10;4,5;39,33;77;0,927710843;80;3200;640;10
P026_F02_C2;26;101;2;10;4,5;39,33;76;0,915662651;80;3200;640;10
P026_F02_C3;26;101;2;10;4,5;39,33;75;0,903614458;80;3200;640;10
P026_F02_C4;26;101;2;10;4,5;39,33;74;0,891566265;80;3200;640;10
P026_F02_C5;26;101;2;10;4,5;39,33;73;0,879518072;80;3200;640;10
P026_F02_C6;26;101;2;10;4,5;39,33;72;0,86746988;80;3200;640;10
P026_F02_C7;26;101;2;10;4,5;39,33;71;0,855421687;80;3200;640;10
P026_F03_C1;26;101;2;10;4,5;39,33;70;0,843373494;80;3200;640;10
P026_F03_C2;26;101;2;10;4,5;39,33;69;0,831325301;80;3200;640;10
P026_F03_C3;26;101;2;10;4,5;39,33;68;0,819277108;80;3200;640;10
P026_F03_C4;26;101;2;10;4,5;39,33;67;0,807228916;80;3200;640;10
P026_F03_C5;26;101;2;10;4,5;39,33;66;0,795180723;80;3200;640;10
P026_F03_C6;26;101;2;10;4,5;39,33;65;0,78313253;80;3200;640;10
P026_F03_C7;26;101;2;10;4,5;39,33;64;0,771084337;80;3200;640;10
P026_F04_C1;26;101;2;10;4,5;39,33;63;0,759036145;80;3200;640;10
P026_F04_C2;26;101;2;10;4,5;39,33;62;0,746987952;80;3200;640;10
P026_F04_C3;26;101;2;10;4,5;39,33;61;0,734939759;80;3200;640;10
P026_F04_C4;26;101;2;10;4,5;39,33;60;0,722891566;80;3200;640;10
P026_F04_C5;26;101;2;10;4,5;39,33;59;0,710843373;80;3200;640;10
P026_F04_C6;26;101;2;10;4,5;39,33;58;0,698795181;80;3200;640;10
P026_F04_C7;26;101;2;10;4,5;39,33;57;0,686746988;80;3200;640;10
P026_F05_C1;26;101;2;10;4,5;39,33;56;0,674698795;80;3200;640;10
P026_F05_C2;26;101;2;10;4,5;39,33;55;0,662650602;80;3200;640;10
P026_F05_C3;26;101;2;10;4,5;39,33;54;0,65060241;80;3200;640;10
P026_F05_C4;26;101;2;10;4,5;39,33;53;0,638554217;80;3200;640;10
P026_F05_C5;26;101;2;10;4,5;39,33;52;0,626506024;80;3200;640;10
P026_F05_C6;26;101;2;10;4,5;39,33;51;0,614457831;80;3200;640;10
P026_F05_C7;26;101;2;10;4,5;39,33;50;0,602409639;80;3200;640;10
P026_F06_C1;26;101;2;10;4,5;39,33;49;0,590361446;80;3200;640;10
P026_F06_C2;26;101;2;10;4,5;39,33;48;0,578313253;80;3200;640;10
P026_F06_C3;26;101;2;10;4,5;39,33;47;0,56626506;80;3200;640;10
P026_F06_C4;26;101;2;10;4,5;39,33;46;0,554216867;80;3200;640;10
P026_F06_C5;26;101;2;10;4,5;39,33;45;0,542168675;80;3200;640;10
P026_F06_C6;26;101;2;10;4,5;39,33;44;0,530120482;80;3200;640;10
P026_F06_C7;26;101;2;10;4,5;39,33;43;0,518072289;80;3200;640;10
P033_F01_C1;33;9;1;5;4,5;39,33;65;0,436241611;80;3200;640;10
P033_F01_C2;33;9;1;5;4,5;39,33;64;0,429530201;80;3200;640;10
P033_F01_C3;33;9;1;5;4,5;39,33;63;0,422818792;80;3200;640;10
P033_F01_C4;33;9;1;5;4,5;39,33;62;0,416107383;80;3200;640;10
P033_F01_C5;33;9;1;5;4,5;39,33;61;0,409395973;80;3200;640;10
P033_F01_C6;33;9;1;5;4,5;39,33;60;0,402684564;80;3200;640;10
P033_F01_C7;33;9;1;5;4,5;39,33;59;0,395973154;80;3200;640;10
P033_F02_C1;33;9;1;5;4,5;39,33;58;0,389261745;80;3200;640;10
P033_F02_C2;33;9;1;5;4,5;39,33;57;0,382550336;80;3200;640;10
P033_F02_C3;33;9;1;5;4,5;39,33;56;0,375838926;80;3200;640;10
P033_F02_C4;33;9;1;5;4,5;39,33;55;0,369127517;80;3200;640;10
P033_F02_C5;33;9;1;5;4,5;39,33;54;0,362416107;80;3200;640;10
P033_F02_C6;33;9;1;5;4,5;39,33;53;0,355704698;80;3200;640;10
P033_F02_C7;33;9;1;5;4,5;39,33;52;0,348993289;80;3200;640;10
P033_F03_C1;33;9;1;5;4,5;39,33;51;0,342281879;80;3200;640;10
P033_F03_C2;33;9;1;5;4,5;39,33;50;0,33557047;80;3200;640;10
P033_F03_C3;33;9;1;5;4,5;39,33;49;0,32885906;80;3200;640;10
P033_F03_C4;33;9;1;5;4,5;39,33;48;0,322147651;80;3200;640;10
P033_F03_C5;33;9;1;5;4,5;39,33;47;0,315436242;80;3200;640;10
P033_F03_C6;33;9;1;5;4,5;39,33;46;0,308724832;80;3200;640;10
P033_F03_C7;33;9;1;5;4,5;39,33;45;0,302013423;80;3200;640;10
P033_F04_C1;33;9;1;5;4,5;39,33;44;0,295302013;80;3200;640;10
P033_F04_C2;33;9;1;5;4,5;39,33;43;0,288590604;80;3200;640;10
P033_F04_C3;33;9;1;5;4,5;39,33;42;0,281879195;80;3200;640;10
P033_F04_C4;33;9;1;5;4,5;39,33;41;0,275167785;80;3200;640;10
P033_F04_C5;33;9;1;5;4,5;39,33;40;0,268456376;80;3200;640;10
P033_F04_C6;33;9;1;5;4,5;39,33;39;0,261744966;80;3200;640;10
P033_F04_C7;33;9;1;5;4,5;39,33;38;0,255033557;80;3200;640;10
P033_F05_C1;33;9;1;5;4,5;39,33;37;0,248322148;80;3200;640;10
P033_F05_C2;33;9;1;5;4,5;39,33;36;0,241610738;80;3200;640;10
P033_F05_C3;33;9;1;5;4,5;39,33;35;0,234899329;80;3200;640;10
P033_F05_C4;33;9;1;5;4,5;39,33;34;0,228187919;80;3200;640;10
P033_F05_C5;33;9;1;5;4,5;39,33;33;0,22147651;80;3200;640;10
P033_F05_C6;33;9;1;5;4,5;39,33;32;0,214765101;80;3200;640;10
P033_F05_C7;33;9;1;5;4,5;39,33;31;0,208053691;80;3200;640;10
P033_F06_C1;33;9;1;5;4,5;39,33;30;0,201342282;80;3200;640;10
P033_F06_C2;33;9;1;5;4,5;39,33;29;0,194630872;80;3200;640;10
P033_F06_C3;33;9;1;5;4,5;39,33;28;0,187919463;80;3200;640;10
P033_F06_C4;33;9;1;5;4,5;39,33;27;0,181208054;80;3200;640;10
P033_F06_C5;33;9;1;5;4,5;39,33;26;0,174496644;80;3200;640;10
P033_F06_C6;33;9;1;5;4,5;39,33;25;0,167785235;80;3200;640;10
P033_F06_C7;33;9;1;5;4,5;39,33;24;0,161073826;80;3200;640;10
P033_F07_C1;33;9;1;5;4,5;39,33;23;0,154362416;80;3200;640;10
P033_F07_C2;33;9;1;5;4,5;39,33;22;0,147651007;80;3200;640;10
P033_F07_C3;33;9;1;5;4,5;39,33;21;0,140939597;80;3200;640;10
P033_F07_C4;33;9;1;5;4,5;39,33;20;0,134228188;80;3200;640;10
P033_F07_C5;33;9;1;5;4,5;39,33;19;0,127516779;80;3200;640;10
P033_F07_C6;33;9;1;5;4,5;39,33;18;0,120805369;80;3200;640;10
P033_F07_C7;33;9;1;5;4,5;39,33;17;0,11409396;80;3200;640;10
P033_F08_C1;33;9;1;5;4,5;39,33;16;0,10738255;80;3200;640;10
P033_F08_C2;33;9;1;5;4,5;39,33;15;0,100671141;80;3200;640;10
P033_F08_C3;33;9;1;5;4,5;39,33;14;0,093959732;80;3200;640;10
P033_F08_C4;33;9;1;5;4,5;39,33;13;0,087248322;80;3200;640;10
P033_F08_C5;33;9;1;5;4,5;39,33;12;0,080536913;80;3200;640;10
P033_F08_C6;33;9;1;5;4,5;39,33;11;0,073825503;80;3200;640;10
P033_F08_C7;33;9;1;5;4,5;39,33;10;0,067114094;80;3200;640;10
P033_F09_C1;33;9;1;5;4,5;39,33;9;0,060402685;80;3200;640;10
P033_F09_C2;33;9;1;5;4,5;39,33;8;0,053691275;80;3200;640;10
P033_F09_C3;33;9;1;5;4,5;39,33;7;0,046979866;80;3200;640;10
P033_F09_C4;33;9;1;5;4,5;39,33;6;0,040268456;80;3200;640;10
P033_F09_C5;33;9;1;5;4,5;39,33;5;0,033557047;80;3200;640;10
P033_F09_C6;33;9;1;5;4,5;39,33;4;0,026845638;80;3200;640;10
P033_F10_C1;33;9;1;5;4,5;39,33;2;0,013422819;80;3200;640;10
P033_F10_C2;33;9;1;5;4,5;39,33;1;0,006711409;80;3200;640;10
P033_F10_C3;33;9;1;5;4,5;39,33;0;0;80;3200;640;10
P036_F01_C1;36;103;2;10;4,5;39,83;18;0,305084746;80;3200;640;10
P036_F01_C2;36;103;2;10;4,5;39,83;17;0,288135593;80;3200;640;10
P036_F01_C3;36;103;2;10;4,5;39,83;16;0,271186441;80;3200;640;10
P036_F01_C4;36;103;2;10;4,5;39,83;15;0,254237288;80;3200;640;10
P036_F01_C5;36;103;2;10;4,5;39,83;14;0,237288136;80;3200;640;10
P036_F01_C6;36;103;2;10;4,5;39,83;13;0,220338983;80;3200;640;10
P036_F01_C7;36;103;2;10;4,5;39,83;12;0,203389831;80;3200;640;10
P036_F02_C1;36;103;2;10;4,5;39,83;11;0,186440678;80;3200;640;10
P036_F02_C2;36;103;2;10;4,5;39,83;10;0,169491525;80;3200;640;10
P036_F02_C3;36;103;2;10;4,5;39,83;9;0,152542373;80;3200;640;10
P036_F02_C4;36;103;2;10;4,5;39,83;8;0,13559322;80;3200;640;10
P036_F02_C5;36;103;2;10;4,5;39,83;7;0,118644068;80;3200;640;10
P036_F02_C6;36;103;2;10;4,5;39,83;6;0,101694915;80;3200;640;10
P036_F02_C7;36;103;2;10;4,5;39,83;5;0,084745763;80;3200;640;10
P036_F03_C1;36;103;2;10;4,5;39,83;4;0,06779661;80;3200;640;10
P036_F03_C2;36;103;2;10;4,5;39,83;3;0,050847458;80;3200;640;10
P036_F03_C3;36;103;2;10;4,5;39,83;2;0,033898305;80;3200;640;10
P036_F03_C4;36;103;2;10;4,5;39,83;1;0,016949153;80;3200;640;10
P036_F03_C5;36;103;2;10;4,5;39,83;0;0;80;3200;640;10
P038_F01_C1;38;101;2;10;4,5;37,83;42;0,506024096;80;3200;640;10
P038_F01_C2;38;101;2;10;4,5;37,83;41;0,493975904;80;3200;640;10
P038_F01_C3;38;101;2;10;4,5;37,83;40;0,481927711;80;3200;640;10
P038_F01_C4;38;101;2;10;4,5;37,83;39;0,469879518;80;3200;640;10
P038_F01_C5;38;101;2;10;4,5;37,83;38;0,457831325;80;3200;640;10
P038_F01_C6;38;101;2;10;4,5;37,83;37;0,445783133;80;3200;640;10
P038_F01_C7;38;101;2;10;4,5;37,83;36;0,43373494;80;3200;640;10
P038_F02_C1;38;101;2;10;4,5;37,83;35;0,421686747;80;3200;640;10
P038_F02_C2;38;101;2;10;4,5;37,83;34;0,409638554;80;3200;640;10
P038_F02_C3;38;101;2;10;4,5;37,83;33;0,397590361;80;3200;640;10
P038_F02_C4;38;101;2;10;4,5;37,83;32;0,385542169;80;3200;640;10
P038_F02_C5;38;101;2;10;4,5;37,83;31;0,373493976;80;3200;640;10
P038_F02_C6;38;101;2;10;4,5;37,83;30;0,361445783;80;3200;640;10
P038_F02_C7;38;101;2;10;4,5;37,83;29;0,34939759;80;3200;640;10
P038_F03_C1;38;101;2;10;4,5;37,83;28;0,337349398;80;3200;640;10
P038_F03_C2;38;101;2;10;4,5;37,83;27;0,325301205;80;3200;640;10
P038_F03_C3;38;101;2;10;4,5;37,83;26;0,313253012;80;3200;640;10
P038_F03_C4;38;101;2;10;4,5;37,83;25;0,301204819;80;3200;640;10
P038_F03_C5;38;101;2;10;4,5;37,83;24;0,289156627;80;3200;640;10
P038_F03_C6;38;101;2;10;4,5;37,83;23;0,277108434;80;3200;640;10
P038_F03_C7;38;101;2;10;4,5;37,83;22;0,265060241;80;3200;640;10
P038_F04_C1;38;101;2;10;4,5;37,83;21;0,253012048;80;3200;640;10
P038_F04_C2;38;101;2;10;4,5;37,83;20;0,240963855;80;3200;640;10
P038_F04_C3;38;101;2;10;4,5;37,83;19;0,228915663;80;3200;640;10
P038_F04_C4;38;101;2;10;4,5;37,83;18;0,21686747;80;3200;640;10
P038_F04_C5;38;101;2;10;4,5;37,83;17;0,204819277;80;3200;640;10
P038_F04_C6;38;101;2;10;4,5;37,83;16;0,192771084;80;3200;640;10
P038_F04_C7;38;101;2;10;4,5;37,83;15;0,180722892;80;3200;640;10
P038_F05_C1;38;101;2;10;4,5;37,83;14;0,168674699;80;3200;640;10
P038_F05_C2;38;101;2;10;4,5;37,83;13;0,156626506;80;3200;640;10
P038_F05_C3;38;101;2;10;4,5;37,83;12;0,144578313;80;3200;640;10
P038_F05_C4;38;101;2;10;4,5;37,83;11;0,13253012;80;3200;640;10
P038_F05_C5;38;101;2;10;4,5;37,83;10;0,120481928;80;3200;640;10
P038_F05_C6;38;101;2;10;4,5;37,83;9;0,108433735;80;3200;640;10
P038_F05_C7;38;101;2;10;4,5;37,83;8;0,096385542;80;3200;640;10
P038_F06_C1;38;101;2;10;4,5;37,83;7;0,084337349;80;3200;640;10
P038_F06_C2;38;101;2;10;4,5;37,83;6;0,072289157;80;3200;640;10
P038_F06_C3;38;101;2;10;4,5;37,83;5;0,060240964;80;3200;640;10
P038_F06_C4;38;101;2;10;4,5;37,83;4;0,048192771;80;3200;640;10
P038_F06_C5;38;101;2;10;4,5;37,83;3;0,036144578;80;3200;640;10
P038_F06_C6;38;101;2;10;4,5;37,83;2;0,024096386;80;3200;640;10
P038_F06_C7;38;101;2;10;4,5;37,83;1;0,012048193;80;3200;640;10
P041_F01_C1;41;101;2;10;4,5;39,17;0;0;80;3200;640;10
P041_F01_C2;41;103;2;10;4,5;39,17;59;1;80;3200;640;10
P041_F01_C3;41;103;2;10;4,5;39,17;58;0,983050847;80;3200;640;10
P041_F01_C4;41;103;2;10;4,5;39,17;57;0,966101695;80;3200;640;10
P041_F01_C5;41;103;2;10;4,5;39,17;56;0,949152542;80;3200;640;10
P041_F01_C6;41;103;2;10;4,5;39,17;55;0,93220339;80;3200;640;10
P041_F01_C7;41;103;2;10;4,5;39,17;54;0,915254237;80;3200;640;10
P041_F02_C1;41;103;2;10;4,5;39,17;53;0,898305085;80;3200;640;10
P041_F02_C2;41;103;2;10;4,5;39,17;52;0,881355932;80;3200;640;10
P041_F02_C3;41;103;2;10;4,5;39,17;51;0,86440678;80;3200;640;10
P041_F02_C4;41;103;2;10;4,5;39,17;50;0,847457627;80;3200;640;10
P041_F02_C5;41;103;2;10;4,5;39,17;49;0,830508475;80;3200;640;10
P041_F02_C6;41;103;2;10;4,5;39,17;48;0,813559322;80;3200;640;10
P041_F02_C7;41;103;2;10;4,5;39,17;47;0,796610169;80;3200;640;10
P041_F03_C1;41;103;2;10;4,5;39,17;46;0,779661017;80;3200;640;10
P041_F03_C2;41;103;2;10;4,5;39,17;45;0,762711864;80;3200;640;10
P041_F03_C3;41;103;2;10;4,5;39,17;44;0,745762712;80;3200;640;10
P041_F03_C4;41;103;2;10;4,5;39,17;43;0,728813559;80;3200;640;10
P041_F03_C5;41;103;2;10;4,5;39,17;42;0,711864407;80;3200;640;10
P041_F03_C6;41;103;2;10;4,5;39,17;41;0,694915254;80;3200;640;10
P041_F03_C7;41;103;2;10;4,5;39,17;40;0,677966102;80;3200;640;10
P041_F04_C1;41;103;2;10;4,5;39,17;39;0,661016949;80;3200;640;10
P041_F04_C2;41;103;2;10;4,5;39,17;38;0,644067797;80;3200;640;10
P041_F04_C3;41;103;2;10;4,5;39,17;37;0,627118644;80;3200;640;10
P041_F04_C4;41;103;2;10;4,5;39,17;36;0,610169492;80;3200;640;10
P041_F04_C5;41;103;2;10;4,5;39,17;35;0,593220339;80;3200;640;10
P041_F04_C6;41;103;2;10;4,5;39,17;34;0,576271186;80;3200;640;10
P041_F04_C7;41;103;2;10;4,5;39,17;33;0,559322034;80;3200;640;10
P041_F05_C1;41;103;2;10;4,5;39,17;32;0,542372881;80;3200;640;10
P041_F05_C2;41;103;2;10;4,5;39,17;31;0,525423729;80;3200;640;10
P041_F05_C3;41;103;2;10;4,5;39,17;30;0,508474576;80;3200;640;10
