ExperimentIndex;SampleIndex;ToolIndex;MillingToolType;ADOC [mm];RDOC [mm];HardnessMean [HRC];CycleToFailure;CycleToFailureNormalized;ToolHolderLength [mm];ToolRotation [rpm];FeedRate [mm/min];ToolDiameter [mm]
P041_F05_C4;41;103;2;10;4,5;39,17;29;0,491525424;80;3200;640;10
P041_F05_C5;41;103;2;10;4,5;39,17;28;0,474576271;80;3200;640;10
P041_F05_C6;41;103;2;10;4,5;39,17;27;0,457627119;80;3200;640;10
P041_F05_C7;41;103;2;10;4,5;39,17;26;0,440677966;80;3200;640;10
P041_F06_C1;41;103;2;10;4,5;39,17;25;0,423728814;80;3200;640;10
P041_F06_C2;41;103;2;10;4,5;39,17;24;0,406779661;80;3200;640;10
P041_F06_C3;41;103;2;10;4,5;39,17;23;0,389830508;80;3200;640;10
P041_F06_C4;41;103;2;10;4,5;39,17;22;0,372881356;80;3200;640;10
P041_F06_C5;41;103;2;10;4,5;39,17;21;0,355932203;80;3200;640;10
P041_F06_C6;41;103;2;10;4,5;39,17;20;0,338983051;80;3200;640;10
P041_F06_C7;41;103;2;10;4,5;39,17;19;0,322033898;80;3200;640;10
P108_F01_C1;108;102;2;5;4,5;38,33;84;1;80;3200;640;10
P108_F01_C2;108;102;2;5;4,5;38,33;83;0,988095238;80;3200;640;10
P108_F01_C3;108;102;2;5;4,5;38,33;82;0,976190476;80;3200;640;10
P108_F01_C4;108;102;2;5;4,5;38,33;81;0,964285714;80;3200;640;10
P108_F01_C6;108;102;2;5;4,5;38,33;79;0,94047619;80;3200;640;10
P108_F01_C7;108;102;2;5;4,5;38,33;78;0,928571429;80;3200;640;10
P108_F02_C1;108;102;2;5;4,5;38,33;77;0,916666667;80;3200;640;10
P108_F02_C2;108;102;2;5;4,5;38,33;76;0,904761905;80;3200;640;10
P108_F02_C3;108;102;2;5;4,5;38,33;75;0,892857143;80;3200;640;10
P108_F02_C4;108;102;2;5;4,5;38,33;74;0,880952381;80;3200;640;10
P108_F02_C5;108;102;2;5;4,5;38,33;73;0,869047619;80;3200;640;10
P108_F02_C6;108;102;2;5;4,5;38,33;72;0,857142857;80;3200;640;10
P108_F02_C7;108;102;2;5;4,5;38,33;71;0,845238095;80;3200;640;10
P108_F03_C1;108;102;2;5;4,5;38,33;70;0,833333333;80;3200;640;10
P108_F03_C2;108;102;2;5;4,5;38,33;69;0,821428571;80;3200;640;10
P108_F03_C3;108;102;2;5;4,5;38,33;68;0,80952381;80;3200;640;10
P108_F03_C4;108;102;2;5;4,5;38,33;67;0,797619048;80;3200;640;10
P108_F03_C5;108;102;2;5;4,5;38,33;66;0,785714286;80;3200;640;10
P108_F03_C6;108;102;2;5;4,5;38,33;65;0,773809524;80;3200;640;10
P108_F03_C7;108;102;2;5;4,5;38,33;64;0,761904762;80;3200;640;10
P108_F04_C1;108;102;2;5;4,5;38,33;63;0,75;80;3200;640;10
P108_F04_C2;108;102;2;5;4,5;38,33;62;0,738095238;80;3200;640;10
P108_F04_C3;108;102;2;5;4,5;38,33;61;0,726190476;80;3200;640;10
P108_F04_C4;108;102;2;5;4,5;38,33;60;0,714285714;80;3200;640;10
P108_F04_C5;108;102;2;5;4,5;38,33;59;0,702380952;80;3200;640;10
P108_F04_C6;108;102;2;5;4,5;38,33;58;0,69047619;80;3200;640;10
P108_F04_C7;108;102;2;5;4,5;38,33;57;0,678571429;80;3200;640;10
P108_F05_C1;108;102;2;5;4,5;38,33;56;0,666666667;80;3200;640;10
P108_F05_C2;108;102;2;5;4,5;38,33;55;0,654761905;80;3200;640;10
P108_F05_C3;108;102;2;5;4,5;38,33;54;0,642857143;80;3200;640;10
P108_F05_C4;108;102;2;5;4,5;38,33;53;0,630952381;80;3200;640;10
P108_F05_C5;108;102;2;5;4,5;38,33;52;0,619047619;80;3200;640;10
P108_F05_C6;108;102;2;5;4,5;38,33;51;0,607142857;80;3200;640;10
P108_F05_C7;108;102;2;5;4,5;38,33;50;0,595238095;80;3200;640;10
P108_F06_C1;108;102;2;5;4,5;38,33;49;0,583333333;80;3200;640;10
P108_F06_C2;108;102;2;5;4,5;38,33;48;0,571428571;80;3200;640;10
P108_F06_C3;108;102;2;5;4,5;38,33;47;0,55952381;80;3200;640;10
P108_F06_C4;108;102;2;5;4,5;38,33;46;0,547619048;80;3200;640;10
P108_F06_C5;108;102;2;5;4,5;38,33;45;0,535714286;80;3200;640;10
P108_F06_C6;108;102;2;5;4,5;38,33;44;0,523809524;80;3200;640;10
P108_F06_C7;108;102;2;5;4,5;38,33;43;0,511904762;80;3200;640;10
P108_F07_C1;108;102;2;5;4,5;38,33;42;0,5;80;3200;640;10
P108_F07_C2;108;102;2;5;4,5;38,33;41;0,488095238;80;3200;640;10
P108_F07_C3;108;102;2;5;4,5;38,33;40;0,476190476;80;3200;640;10
P108_F07_C4;108;102;2;5;4,5;38,33;39;0,464285714;80;3200;640;10
P108_F07_C5;108;102;2;5;4,5;38,33;38;0,452380952;80;3200;640;10
P108_F07_C6;108;102;2;5;4,5;38,33;37;0,44047619;80;3200;640;10
P108_F07_C7;108;102;2;5;4,5;38,33;36;0,428571429;80;3200;640;10
P108_F08_C3;108;102;2;5;4,5;38,33;33;0,392857143;80;3200;640;10
P108_F08_C4;108;102;2;5;4,5;38,33;32;0,380952381;80;3200;640;10
P108_F08_C5;108;102;2;5;4,5;38,33;31;0,369047619;80;3200;640;10
P108_F08_C6;108;102;2;5;4,5;38,33;30;0,357142857;80;3200;640;10
P108_F08_C7;108;102;2;5;4,5;38,33;29;0,345238095;80;3200;640;10
P108_F09_C1;108;102;2;5;4,5;38,33;28;0,333333333;80;3200;640;10
P108_F09_C2;108;102;2;5;4,5;38,33;27;0,321428571;80;3200;640;10
P108_F09_C3;108;102;2;5;4,5;38,33;26;0,30952381;80;3200;640;10
P108_F09_C4;108;102;2;5;4,5;38,33;25;0,297619048;80;3200;640;10
P108_F09_C5;108;102;2;5;4,5;38,33;24;0,285714286;80;3200;640;10
P108_F09_C6;108;102;2;5;4,5;38,33;23;0,273809524;80;3200;640;10
P108_F09_C7;108;102;2;5;4,5;38,33;22;0,261904762;80;3200;640;10
P108_F10_C1;108;102;2;5;4,5;38,33;21;0,25;80;3200;640;10
P108_F10_C2;108;102;2;5;4,5;38,33;20;0,238095238;80;3200;640;10
P108_F10_C3;108;102;2;5;4,5;38,33;19;0,226190476;80;3200;640;10
P108_F10_C4;108;102;2;5;4,5;38,33;18;0,214285714;80;3200;640;10
P108_F10_C5;108;102;2;5;4,5;38,33;17;0,202380952;80;3200;640;10
P108_F10_C6;108;102;2;5;4,5;38,33;16;0,19047619;80;3200;640;10
P108_F10_C7;108;102;2;5;4,5;38,33;15;0,178571429;80;3200;640;10
P108_F11_C1;108;102;2;5;4,5;38,33;14;0,166666667;80;3200;640;10
P108_F11_C2;108;102;2;5;4,5;38,33;13;0,154761905;80;3200;640;10
P108_F11_C3;108;102;2;5;4,5;38,33;12;0,142857143;80;3200;640;10
P108_F11_C4;108;102;2;5;4,5;38,33;11;0,130952381;80;3200;640;10
P108_F11_C5;108;102;2;5;4,5;38,33;10;0,119047619;80;3200;640;10
P108_F11_C6;108;102;2;5;4,5;38,33;9;0,107142857;80;3200;640;10
P108_F11_C7;108;102;2;5;4,5;38,33;8;0,095238095;80;3200;640;10
P108_F12_C1;108;102;2;5;4,5;38,33;7;0,083333333;80;3200;640;10
P108_F12_C2;108;102;2;5;4,5;38,33;6;0,071428571;80;3200;640;10
P108_F12_C3;108;102;2;5;4,5;38,33;5;0,05952381;80;3200;640;10
P108_F12_C4;108;102;2;5;4,5;38,33;4;0,047619048;80;3200;640;10
P108_F12_C5;108;102;2;5;4,5;38,33;3;0,035714286;80;3200;640;10
P108_F12_C6;108;102;2;5;4,5;38,33;2;0,023809524;80;3200;640;10
P108_F12_C7;108;102;2;5;4,5;38,33;1;0,011904762;80;3200;640;10
P110_F01_C1;110;102;2;5;4,5;38,33;0;0;80;3200;640;10
P110_F01_C2;110;105;2;5;4,5;38,33;124;1;80;3200;640;10
P110_F01_C3;110;105;2;5;4,5;38,33;123;0,991935484;80;3200;640;10
P110_F01_C4;110;105;2;5;4,5;38,33;122;0,983870968;80;3200;640;10
P110_F01_C5;110;105;2;5;4,5;38,33;121;0,975806452;80;3200;640;10
P110_F01_C6;110;105;2;5;4,5;38,33;120;0,967741935;80;3200;640;10
P110_F01_C7;110;105;2;5;4,5;38,33;119;0,959677419;80;3200;640;10
P110_F02_C1;110;105;2;5;4,5;38,33;118;0,951612903;80;3200;640;10
P110_F02_C2;110;105;2;5;4,5;38,33;117;0,943548387;80;3200;640;10
P110_F02_C3;110;105;2;5;4,5;38,33;116;0,935483871;80;3200;640;10
P110_F02_C4;110;105;2;5;4,5;38,33;115;0,927419355;80;3200;640;10
P110_F02_C5;110;105;2;5;4,5;38,33;114;0,919354839;80;3200;640;10
P110_F02_C6;110;105;2;5;4,5;38,33;113;0,911290323;80;3200;640;10
P110_F02_C7;110;105;2;5;4,5;38,33;112;0,903225806;80;3200;640;10
P110_F03_C1;110;105;2;5;4,5;38,33;111;0,89516129;80;3200;640;10
P110_F03_C2;110;105;2;5;4,5;38,33;110;0,887096774;80;3200;640;10
P110_F03_C3;110;105;2;5;4,5;38,33;109;0,879032258;80;3200;640;10
P110_F03_C4;110;105;2;5;4,5;38,33;108;0,870967742;80;3200;640;10
P110_F03_C5;110;105;2;5;4,5;38,33;107;0,862903226;80;3200;640;10
P110_F03_C6;110;105;2;5;4,5;38,33;106;0,85483871;80;3200;640;10
P110_F03_C7;110;105;2;5;4,5;38,33;105;0,846774194;80;3200;640;10
P110_F04_C1;110;105;2;5;4,5;38,33;104;0,838709677;80;3200;640;10
P110_F04_C2;110;105;2;5;4,5;38,33;103;0,830645161;80;3200;640;10
P110_F04_C3;110;105;2;5;4,5;38,33;102;0,822580645;80;3200;640;10
P110_F04_C4;110;105;2;5;4,5;38,33;101;0,814516129;80;3200;640;10
P110_F04_C5;110;105;2;5;4,5;38,33;100;0,806451613;80;3200;640;10
P110_F04_C6;110;105;2;5;4,5;38,33;99;0,798387097;80;3200;640;10
P110_F04_C7;110;105;2;5;4,5;38,33;98;0,790322581;80;3200;640;10
P110_F05_C1;110;105;2;5;4,5;38,33;97;0,782258065;80;3200;640;10
P110_F05_C2;110;105;2;5;4,5;38,33;96;0,774193548;80;3200;640;10
P110_F05_C3;110;105;2;5;4,5;38,33;95;0,766129032;80;3200;640;10
P110_F05_C5;110;105;2;5;4,5;38,33;94;0,758064516;80;3200;640;10
P110_F05_C6;110;105;2;5;4,5;38,33;93;0,75;80;3200;640;10
P110_F05_C7;110;105;2;5;4,5;38,33;92;0,741935484;80;3200;640;10
P110_F06_C1;110;105;2;5;4,5;38,33;91;0,733870968;80;3200;640;10
P110_F06_C2;110;105;2;5;4,5;38,33;90;0,725806452;80;3200;640;10
P110_F06_C3;110;105;2;5;4,5;38,33;89;0,717741935;80;3200;640;10
P110_F06_C4;110;105;2;5;4,5;38,33;88;0,709677419;80;3200;640;10
P110_F06_C5;110;105;2;5;4,5;38,33;87;0,701612903;80;3200;640;10
P110_F06_C6;110;105;2;5;4,5;38,33;86;0,693548387;80;3200;640;10
P110_F06_C7;110;105;2;5;4,5;38,33;85;0,685483871;80;3200;640;10
P110_F07_C1;110;105;2;5;4,5;38,33;84;0,677419355;80;3200;640;10
P110_F07_C2;110;105;2;5;4,5;38,33;83;0,669354839;80;3200;640;10
P110_F07_C3;110;105;2;5;4,5;38,33;82;0,661290323;80;3200;640;10
P110_F07_C4;110;105;2;5;4,5;38,33;81;0,653225806;80;3200;640;10
P110_F07_C5;110;105;2;5;4,5;38,33;80;0,64516129;80;3200;640;10
P110_F07_C6;110;105;2;5;4,5;38,33;79;0,637096774;80;3200;640;10
P110_F07_C7;110;105;2;5;4,5;38,33;78;0,629032258;80;3200;640;10
P110_F08_C1;110;105;2;5;4,5;38,33;77;0,620967742;80;3200;640;10
P110_F08_C2;110;105;2;5;4,5;38,33;76;0,612903226;80;3200;640;10
P110_F08_C3;110;105;2;5;4,5;38,33;75;0,60483871;80;3200;640;10
P110_F08_C4;110;105;2;5;4,5;38,33;74;0,596774194;80;3200;640;10
P110_F08_C5;110;105;2;5;4,5;38,33;73;0,588709677;80;3200;640;10
P110_F08_C6;110;105;2;5;4,5;38,33;72;0,580645161;80;3200;640;10
P110_F08_C7;110;105;2;5;4,5;38,33;71;0,572580645;80;3200;640;10
P110_F09_C1;110;105;2;5;4,5;38,33;70;0,564516129;80;3200;640;10
P110_F09_C2;110;105;2;5;4,5;38,33;69;0,556451613;80;3200;640;10
P110_F09_C3;110;105;2;5;4,5;38,33;68;0,548387097;80;3200;640;10
P110_F09_C4;110;105;2;5;4,5;38,33;67;0,540322581;80;3200;640;10
P110_F09_C5;110;105;2;5;4,5;38,33;66;0,532258065;80;3200;640;10
P110_F09_C6;110;105;2;5;4,5;38,33;65;0,524193548;80;3200;640;10
P110_F09_C7;110;105;2;5;4,5;38,33;64;0,516129032;80;3200;640;10
P110_F10_C1;110;105;2;5;4,5;38,33;63;0,508064516;80;3200;640;10
P110_F10_C2;110;105;2;5;4,5;38,33;62;0,5;80;3200;640;10
P110_F10_C3;110;105;2;5;4,5;38,33;61;0,491935484;80;3200;640;10
P110_F10_C4;110;105;2;5;4,5;38,33;60;0,483870968;80;3200;640;10
P110_F10_C5;110;105;2;5;4,5;38,33;59;0,475806452;80;3200;640;10
P110_F10_C6;110;105;2;5;4,5;38,33;58;0,467741935;80;3200;640;10
P110_F10_C7;110;105;2;5;4,5;38,33;57;0,459677419;80;3200;640;10
P110_F11_C1;110;105;2;5;4,5;38,33;56;0,451612903;80;3200;640;10
P110_F11_C2;110;105;2;5;4,5;38,33;55;0,443548387;80;3200;640;10
P110_F11_C3;110;105;2;5;4,5;38,33;54;0,435483871;80;3200;640;10
P110_F11_C4;110;105;2;5;4,5;38,33;53;0,427419355;80;3200;640;10
P110_F11_C5;110;105;2;5;4,5;38,33;52;0,419354839;80;3200;640;10
P110_F11_C6;110;105;2;5;4,5;38,33;51;0,411290323;80;3200;640;10
P110_F11_C7;110;105;2;5;4,5;38,33;50;0,403225806;80;3200;640;10
P110_F12_C1;110;105;2;5;4,5;38,33;49;0,39516129;80;3200;640;10
P110_F12_C2;110;105;2;5;4,5;38,33;48;0,387096774;80;3200;640;10
P110_F12_C3;110;105;2;5;4,5;38,33;47;0,379032258;80;3200;640;10
P110_F12_C4;110;105;2;5;4,5;38,33;46;0,370967742;80;3200;640;10
P110_F12_C5;110;105;2;5;4,5;38,33;45;0,362903226;80;3200;640;10
P110_F12_C6;110;105;2;5;4,5;38,33;44;0,35483871;80;3200;640;10
P110_F12_C7;110;105;2;5;4,5;38,33;43;0,346774194;80;3200;640;10
P112_F01_C1;112;10;1;10;4,5;37,33;14;1;160;3200;640;10
P112_F01_C2;112;10;1;10;4,5;37,33;13;0,928571429;160;3200;640;10
P112_F01_C3;112;10;1;10;4,5;37,33;12;0,857142857;160;3200;640;10
P112_F01_C4;112;10;1;10;4,5;37,33;11;0,785714286;160;3200;640;10
P112_F01_C5;112;10;1;10;4,5;37,33;10;0,714285714;160;3200;640;10
P112_F01_C6;112;10;1;10;4,5;37,33;9;0,642857143;160;3200;640;10
P112_F01_C7;112;10;1;10;4,5;37,33;8;0,571428571;160;3200;640;10
P112_F02_C1;112;10;1;10;4,5;37,33;7;0,5;160;3200;640;10
P112_F02_C2;112;10;1;10;4,5;37,33;6;0,428571429;160;3200;640;10
P112_F02_C3;112;10;1;10;4,5;37,33;5;0,357142857;160;3200;640;10
P112_F02_C4;112;10;1;10;4,5;37,33;4;0,285714286;160;3200;640;10
P112_F02_C5;112;10;1;10;4,5;37,33;3;0,214285714;160;3200;640;10
P112_F02_C6;112;10;1;10;4,5;37,33;2;0,142857143;160;3200;640;10
P112_F02_C7;112;10;1;10;4,5;37,33;1;0,071428571;160;3200;640;10
P112_F03_C1;112;10;1;10;4,5;37,33;0;0;160;3200;640;10
P114_F01_C1;114;11;1;10;4,5;37,17;0;0;160;3200;640;10
P119_F01_C1;119;105;2;5;4,5;38,5;42;0,338709677;80;3200;640;10
P119_F01_C2;119;105;2;5;4,5;38,5;41;0,330645161;80;3200;640;10
P119_F01_C3;119;105;2;5;4,5;38,5;40;0,322580645;80;3200;640;10
P119_F01_C4;119;105;2;5;4,5;38,5;39;0,314516129;80;3200;640;10
P119_F01_C5;119;105;2;5;4,5;38,5;38;0,306451613;80;3200;640;10
P119_F01_C6;119;105;2;5;4,5;38,5;37;0,298387097;80;3200;640;10
P119_F01_C7;119;105;2;5;4,5;38,5;36;0,290322581;80;3200;640;10
P119_F02_C1;119;105;2;5;4,5;38,5;35;0,282258065;80;3200;640;10
P119_F02_C2;119;105;2;5;4,5;38,5;34;0,274193548;80;3200;640;10
P119_F02_C3;119;105;2;5;4,5;38,5;33;0,266129032;80;3200;640;10
P119_F02_C4;119;105;2;5;4,5;38,5;32;0,258064516;80;3200;640;10
P119_F02_C5;119;105;2;5;4,5;38,5;31;0,25;80;3200;640;10
P119_F02_C6;119;105;2;5;4,5;38,5;30;0,241935484;80;3200;640;10
P119_F02_C7;119;105;2;5;4,5;38,5;29;0,233870968;80;3200;640;10
P119_F03_C1;119;105;2;5;4,5;38,5;28;0,225806452;80;3200;640;10
P119_F03_C2;119;105;2;5;4,5;38,5;27;0,217741935;80;3200;640;10
P119_F03_C3;119;105;2;5;4,5;38,5;26;0,209677419;80;3200;640;10
P119_F03_C4;119;105;2;5;4,5;38,5;25;0,201612903;80;3200;640;10
P119_F03_C5;119;105;2;5;4,5;38,5;24;0,193548387;80;3200;640;10
P119_F03_C6;119;105;2;5;4,5;38,5;23;0,185483871;80;3200;640;10
P119_F03_C7;119;105;2;5;4,5;38,5;22;0,177419355;80;3200;640;10
P119_F04_C1;119;105;2;5;4,5;38,5;21;0,169354839;80;3200;640;10
P119_F04_C2;119;105;2;5;4,5;38,5;20;0,161290323;80;3200;640;10
P119_F04_C3;119;105;2;5;4,5;38,5;19;0,153225806;80;3200;640;10
P119_F04_C4;119;105;2;5;4,5;38,5;18;0,14516129;80;3200;640;10
P119_F04_C5;119;105;2;5;4,5;38,5;17;0,137096774;80;3200;640;10
P119_F04_C6;119;105;2;5;4,5;38,5;16;0,129032258;80;3200;640;10
P119_F04_C7;119;105;2;5;4,5;38,5;15;0,120967742;80;3200;640;10
P119_F05_C1;119;105;2;5;4,5;38,5;14;0,112903226;80;3200;640;10
P119_F05_C2;119;105;2;5;4,5;38,5;13;0,10483871;80;3200;640;10
P119_F05_C3;119;105;2;5;4,5;38,5;12;0,096774194;80;3200;640;10
P119_F05_C4;119;105;2;5;4,5;38,5;11;0,088709677;80;3200;640;10
P119_F05_C5;119;105;2;5;4,5;38,5;10;0,080645161;80;3200;640;10
P119_F05_C6;119;105;2;5;4,5;38,5;9;0,072580645;80;3200;640;10
P119_F05_C7;119;105;2;5;4,5;38,5;8;0,064516129;80;3200;640;10
P119_F06_C1;119;105;2;5;4,5;38,5;7;0,056451613;80;3200;640;10
P119_F06_C2;119;105;2;5;4,5;38,5;6;0,048387097;80;3200;640;10
P119_F06_C3;119;105;2;5;4,5;38,5;5;0,040322581;80;3200;640;10
P119_F06_C4;119;105;2;5;4,5;38,5;4;0,032258065;80;3200;640;10
P119_F06_C5;119;105;2;5;4,5;38,5;3;0,024193548;80;3200;640;10
P119_F06_C6;119;105;2;5;4,5;38,5;2;0,016129032;80;3200;640;10
P119_F06_C7;119;105;2;5;4,5;38,5;1;0,008064516;80;3200;640;10
P119_F07_C1;119;105;2;5;4,5;38,5;0;0;80;3200;640;10